-179.0,-179.0,5.126023282397749e-05
-177.0,-179.0,7.176432595356848e-05
-175.0,-179.0,0.0001178985354951482
-173.0,-179.0,0.00022554502442550094
-171.0,-179.0,0.00032806549007345593
-169.0,-179.0,0.0004100818625918199
-167.0,-179.0,0.0005484844912165591
-165.0,-179.0,0.0006407529102997186
-163.0,-179.0,0.0007740295156420602
-161.0,-179.0,0.000938062260678788
-159.0,-179.0,0.0012251195644930619
-157.0,-179.0,0.0016352014270848818
-155.0,-179.0,0.002224694104560623
-153.0,-179.0,0.003229394667910581
-151.0,-179.0,0.0043366156969084965
-149.0,-179.0,0.005413080586212022
-147.0,-179.0,0.006997021780472928
-145.0,-179.0,0.009165329628927174
-143.0,-179.0,0.012389598273555359
-141.0,-179.0,0.016449408713214375
-139.0,-179.0,0.020668125874627723
-137.0,-179.0,0.025378941271151253
-135.0,-179.0,0.028731360497839382
-133.0,-179.0,0.030053874504697996
-131.0,-179.0,0.02940799557111588
-129.0,-179.0,0.02723456169937924
-127.0,-179.0,0.02415894772994059
-125.0,-179.0,0.02106282966737235
-123.0,-179.0,0.018525448142585464
-121.0,-179.0,0.016726213970463855
-119.0,-179.0,0.014896223658647857
-117.0,-179.0,0.013337912580798942
-115.0,-179.0,0.011835987759056402
-113.0,-179.0,0.010410953286549828
-111.0,-179.0,0.009124321442667992
-109.0,-179.0,0.008017100413670078
-107.0,-179.0,0.007140550432380064
-105.0,-179.0,0.006484419452233152
-103.0,-179.0,0.005884674728192615
-101.0,-179.0,0.005361820353388045
-99.0,-179.0,0.0050696370262913746
-97.0,-179.0,0.004797957792324292
-95.0,-179.0,0.004613420954157974
-93.0,-179.0,0.004500648441945223
-91.0,-179.0,0.004413506046144462
-89.0,-179.0,0.0043263636503437
-87.0,-179.0,0.004285355464084518
-85.0,-179.0,0.0042443472778253355
-83.0,-179.0,0.004208465114848552
-81.0,-179.0,0.004172582951871767
-79.0,-179.0,0.00407518850950621
-77.0,-179.0,0.0038752736014926975
-75.0,-179.0,0.0036394765305024016
-73.0,-179.0,0.003372923319817718
-71.0,-179.0,0.0029679674805082965
-69.0,-179.0,0.0024963733385277038
-67.0,-179.0,0.0019273847541815532
-65.0,-179.0,0.0015531850545665179
-63.0,-179.0,0.0012251195644930619
-61.0,-179.0,0.000917558167549197
-59.0,-179.0,0.0007022651896884916
-57.0,-179.0,0.0004767201652629906
-55.0,-179.0,0.000287057303814274
-53.0,-179.0,9.226841908315948e-05
-51.0,-179.0,5.126023282397749e-05
-49.0,-179.0,4.100818625918199e-05
-47.0,-179.0,2.5630116411988746e-05
