-179.0,-179.0,0.005560270487425575
-177.0,-179.0,0.008694104116371008
-175.0,-179.0,0.012984639788101228
-173.0,-179.0,0.01920615199705361
-171.0,-179.0,0.026238674351639305
-169.0,-179.0,0.034702945163092164
-167.0,-179.0,0.04437855052423658
-165.0,-179.0,0.054691849112551434
-163.0,-179.0,0.06419036979613597
-161.0,-179.0,0.07172117829130241
-159.0,-179.0,0.07647609027174021
-157.0,-179.0,0.07792290976499544
-155.0,-179.0,0.07641486418641365
-153.0,-179.0,0.07278557023621024
-151.0,-179.0,0.06927401875778866
-149.0,-179.0,0.06680896236856408
-147.0,-179.0,0.06501079933951183
-145.0,-179.0,0.06328799149239996
-143.0,-179.0,0.061030161853511414
-141.0,-179.0,0.05827592995359063
-139.0,-179.0,0.05582971235985114
-137.0,-179.0,0.05443375761440565
-135.0,-179.0,0.05346450158669755
-133.0,-179.0,0.0521759279755171
-131.0,-179.0,0.050698024469711465
-129.0,-179.0,0.04860220847199472
-127.0,-179.0,0.046234171879518365
-125.0,-179.0,0.043651373018511935
-123.0,-179.0,0.04114110352012313
-121.0,-179.0,0.03887102866416927
-119.0,-179.0,0.03689672289733139
-117.0,-179.0,0.03568727222718834
-115.0,-179.0,0.03499400455333687
-113.0,-179.0,0.03520499906276992
-111.0,-179.0,0.0361083193062802
-109.0,-179.0,0.03729987312071241
-107.0,-179.0,0.038095812229957636
-105.0,-179.0,0.038153270556187176
-103.0,-179.0,0.038278548546163055
-101.0,-179.0,0.039180926849899066
-99.0,-179.0,0.041200445725901175
-97.0,-179.0,0.04396032926446749
-95.0,-179.0,0.046755064574681225
-93.0,-179.0,0.0497363039601974
-91.0,-179.0,0.05350783081631327
-89.0,-179.0,0.05837765944921014
-87.0,-179.0,0.0641168984937441
-85.0,-179.0,0.0696997755357518
-83.0,-179.0,0.07320190761643082
-81.0,-179.0,0.07145743515451107
-79.0,-179.0,0.06396147843099208
-77.0,-179.0,0.052480174522601376
-75.0,-179.0,0.0404054485564302
-73.0,-179.0,0.03021742795809122
-71.0,-179.0,0.021160677028632145
-69.0,-179.0,0.013587481243624246
-67.0,-179.0,0.008428477100031178
-65.0,-179.0,0.004914099802286841
-63.0,-179.0,0.002486721004032444
-61.0,-179.0,0.0011538762234620244
-59.0,-179.0,0.0006047253350715263
-57.0,-179.0,0.0003014207277615084
-55.0,-179.0,0.0001733169184628673
-53.0,-179.0,0.00010549725471652794
-51.0,-179.0,5.557444668102811e-05
-49.0,-179.0,2.6374313679131984e-05
-47.0,-179.0,8.477457968292423e-06
-45.0,-179.0,3.7677590970188553e-06
-43.0,-179.0,0.0
-41.0,-179.0,0.0
-39.0,-179.0,0.0
-37.0,-179.0,0.0
-35.0,-179.0,0.0
-33.0,-179.0,0.0
-31.0,-179.0,0.0
-29.0,-179.0,0.0
-27.0,-179.0,0.0
-25.0,-179.0,0.0
-23.0,-179.0,0.0
-21.0,-179.0,0.0
-19.0,-179.0,0.0
-17.0,-179.0,0.0
-15.0,-179.0,0.0
-13.0,-179.0,0.0
-11.0,-179.0,0.0
-9.0,-179.0,0.0
-7.0,-179.0,0.0
-5.0,-179.0,0.0
-3.0,-179.0,0.0
-1.0,-179.0,0.0
1.0,-179.0,0.0
3.0,-179.0,0.0
5.0,-179.0,0.0
7.0,-179.0,0.0
9.0,-179.0,0.0
11.0,-179.0,0.0
13.0,-179.0,0.0
15.0,-179.0,0.0
17.0,-179.0,0.0
19.0,-179.0,0.0
21.0,-179.0,0.0
23.0,-179.0,0.0
25.0,-179.0,0.0
27.0,-179.0,0.0
29.0,-179.0,0.0
31.0,-179.0,0.0
33.0,-179.0,0.0
35.0,-179.0,2.825819322764141e-06
37.0,-179.0,4.709698871273569e-06
39.0,-179.0,5.651638645528282e-06
41.0,-179.0,1.3187156839565992e-05
43.0,-179.0,2.543237390487727e-05
45.0,-179.0,4.3329229615716826e-05
47.0,-179.0,7.158742284335825e-05
49.0,-179.0,0.00011585859223332982
51.0,-179.0,0.00016107170139755602
53.0,-179.0,0.0002307752446924049
55.0,-179.0,0.00032025952324660266
57.0,-179.0,0.0004982861405807437
59.0,-179.0,0.0007931132899224691
61.0,-179.0,0.001072869402876119
63.0,-179.0,0.0014468194932552405
65.0,-179.0,0.0017925113904067199
67.0,-179.0,0.002118422552298851
69.0,-179.0,0.0022465263615974924
71.0,-179.0,0.0022314553252094174
73.0,-179.0,0.002053428707875276
75.0,-179.0,0.0016992593527555035
77.0,-179.0,0.0013611029737980616
79.0,-179.0,0.0009965722811614874
81.0,-179.0,0.0007356549636929313
83.0,-179.0,0.00046155048938480967
85.0,-179.0,0.0003098981857298008
87.0,-179.0,0.00022418166627262187
89.0,-179.0,0.00017049109914010318
91.0,-179.0,0.0001299876888471505
93.0,-179.0,0.00010549725471652794
95.0,-179.0,7.629712171463181e-05
97.0,-179.0,6.310996487506581e-05
99.0,-179.0,5.086474780975454e-05
101.0,-179.0,4.238728984146212e-05
103.0,-179.0,3.0142072776150842e-05
105.0,-179.0,2.6374313679131984e-05
107.0,-179.0,2.1664614807858413e-05
109.0,-179.0,1.789685571083956e-05
111.0,-179.0,1.3187156839565992e-05
113.0,-179.0,1.036133751680185e-05
115.0,-179.0,6.593578419782996e-06
